"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/06/08 21:05:06"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.001","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.072","0.000","0.000","0.295","1.400",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.132","0.000","0.000","0.305","2.600",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.201","0.000","0.000","0.315","4.000",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.274","0.000","0.000","0.325","5.400",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.356","0.000","0.000","0.335","6.600",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.440","0.000","0.000","0.344","7.300",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.532","0.000","0.000","0.354","7.900",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.628","0.000","0.000","0.364","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.724","0.000","0.000","0.374","8.900",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.779","0.000","0.000","0.379","9.200",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.834","0.000","0.000","0.384","9.500",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.892","0.000","0.000","0.389","9.800",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.951","0.000","0.000","0.394","10.100",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","1.011","0.000","0.000","0.399","10.400",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.072","0.000","0.000","0.404","10.700",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.134","0.000","0.000","0.409","11.100",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.199","0.000","0.000","0.414","11.300",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.267","0.000","0.000","0.419","11.700",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.331","0.000","0.000","0.424","12.000",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.408","0.000","0.000","0.429","12.500",""
"[XMax]","46.252","","","21","","1.484","0.000","0.000","0.434","12.900",""
"[YMax]","19.901","","","22","","1.561","0.000","0.000","0.439","13.300",""
"RelativeWin0Value","0","0","","23","","1.640","0.000","0.000","0.444","13.700",""
"RelativeWin1Value","0","0","","24","","1.724","0.000","0.000","0.449","14.200",""
"RelativeWin2Value","0","0","","25","","1.812","0.000","0.000","0.454","14.700",""
"RelativeWin3Value","0","0","","26","","1.903","0.000","0.000","0.459","15.300",""
"RelativeWin4Value","0","0","","27","","1.996","0.000","0.000","0.464","15.800",""
"RelativeWin5Value","0","0","","28","","2.096","0.000","0.000","0.469","16.500",""
"[SlopeWin0Value]","0,0","","","29","","2.201","0.000","0.000","0.474","17.300",""
"[SlopeWin1Value]","0,0","","","30","","2.312","0.000","0.000","0.479","18.000",""
"[SlopeWin2Value]","0,0","","","31","","2.427","0.000","0.000","0.484","18.800",""
"[SlopeWin3Value]","0,0","","","32","","2.551","0.000","0.000","0.489","19.700",""
"[MonitorAreaFrom]","0,0","","","33","","2.680","0.000","0.000","0.494","20.700",""
"[MonitorAreaTo]","0,0","","","34","","2.813","0.000","0.000","0.499","21.700",""
"[MeasureValue1]","0,0","","","35","","2.949","0.000","0.000","0.504","22.600",""
"[MeasureValue2]","0,0","","","36","","3.088","0.000","0.000","0.509","23.600",""
"[MeasureValue3]","0,0","","","37","","3.228","0.000","0.000","0.514","24.500",""
"[MeasureValue4]","0,0","","","38","","3.369","0.000","0.000","0.519","25.400",""
"[XMin]","0","","","39","","3.508","0.000","0.000","0.524","26.000",""
"[YMin]","0","","","40","","3.654","0.000","0.000","0.529","26.700",""
"","","","","41","","3.800","0.000","0.000","0.534","27.300",""
"","","","","42","","3.944","0.000","0.000","0.539","27.800",""
"","","","","43","","4.087","0.000","0.000","0.544","28.000",""
"","","","","44","","4.235","0.000","0.000","0.549","28.300",""
"","","","","45","","4.384","0.000","0.000","0.554","28.600",""
"","","","","46","","4.533","0.000","0.000","0.559","28.800",""
"","","","","47","","4.668","0.000","0.000","0.564","28.700",""
"","","","","48","","4.826","0.000","0.000","0.569","29.000",""
"","","","","49","","4.976","0.000","0.000","0.574","29.300",""
"","","","","50","","5.127","0.000","0.000","0.579","29.400",""
"","","","","51","","5.275","0.000","0.000","0.584","29.400",""
"","","","","52","","5.425","0.000","0.000","0.589","29.500",""
"","","","","53","","5.575","0.000","0.000","0.594","29.700",""
"","","","","54","","5.726","0.000","0.000","0.599","29.700",""
"","","","","55","","5.874","0.000","0.000","0.604","29.700",""
"","","","","56","","6.023","0.000","0.000","0.609","29.700",""
"","","","","57","","6.174","0.000","0.000","0.614","30.000",""
"","","","","58","","6.321","0.000","0.000","0.619","29.800",""
"","","","","59","","6.466","0.000","0.000","0.624","29.700",""
"","","","","60","","6.615","0.000","0.000","0.629","29.700",""
"","","","","61","","6.773","0.000","0.000","0.634","29.900",""
"","","","","62","","6.924","0.000","0.000","0.639","29.900",""
"","","","","63","","7.071","0.000","0.000","0.644","29.800",""
"","","","","64","","7.222","0.000","0.000","0.649","29.800",""
"","","","","65","","7.372","0.000","0.000","0.654","29.900",""
"","","","","66","","7.523","0.000","0.000","0.659","29.900",""
"","","","","67","","7.672","0.000","0.000","0.664","29.900",""
"","","","","68","","7.822","0.000","0.000","0.669","29.900",""
"","","","","69","","7.972","0.000","0.000","0.674","30.000",""
"","","","","70","","8.124","0.000","0.000","0.679","30.100",""
"","","","","71","","8.272","0.000","0.000","0.684","29.900",""
"","","","","72","","8.423","0.000","0.000","0.689","29.900",""
"","","","","73","","8.574","0.000","0.000","0.694","30.000",""
"","","","","74","","8.725","0.000","0.000","0.699","30.000",""
"","","","","75","","8.873","0.000","0.000","0.704","29.900",""
"","","","","76","","9.022","0.000","0.000","0.709","29.900",""
"","","","","77","","9.174","0.000","0.000","0.714","30.000",""
"","","","","78","","9.325","0.000","0.000","0.719","30.000",""
"","","","","79","","9.473","0.000","0.000","0.724","29.900",""
"","","","","80","","9.624","0.000","0.000","0.729","29.900",""
"","","","","81","","9.775","0.000","0.000","0.734","30.000",""
"","","","","82","","9.921","0.000","0.000","0.739","29.900",""
"","","","","83","","10.072","0.000","0.000","0.744","29.900",""
"","","","","84","","10.223","0.000","0.000","0.749","29.900",""
"","","","","85","","10.374","0.000","0.000","0.754","29.900",""
"","","","","86","","10.525","0.000","0.000","0.759","30.000",""
"","","","","87","","10.673","0.000","0.000","0.764","29.900",""
"","","","","88","","10.824","0.000","0.000","0.769","29.900",""
"","","","","89","","10.975","0.000","0.000","0.774","30.000",""
"","","","","90","","11.126","0.000","0.000","0.779","30.000",""
"","","","","91","","11.274","0.000","0.000","0.784","29.900",""
"","","","","92","","11.423","0.000","0.000","0.789","29.900",""
"","","","","93","","11.575","0.000","0.000","0.794","30.000",""
"","","","","94","","11.725","0.000","0.000","0.799","29.900",""
"","","","","95","","11.870","0.000","0.000","0.804","29.800",""
"","","","","96","","12.013","0.000","0.000","0.809","29.700",""
"","","","","97","","12.168","0.000","0.000","0.814","29.800",""
"","","","","98","","12.323","0.000","0.000","0.818","29.900",""
"","","","","99","","12.474","0.000","0.000","0.823","29.900",""
"","","","","100","","12.626","0.000","0.000","0.828","29.900",""
"","","","","101","","12.774","0.000","0.000","0.833","29.900",""
"","","","","102","","12.925","0.000","0.000","0.838","30.000",""
"","","","","103","","13.075","0.000","0.000","0.843","29.900",""
"","","","","104","","13.226","0.000","0.000","0.848","29.900",""
"","","","","105","","13.368","0.000","0.000","0.853","29.900",""
"","","","","106","","13.524","0.000","0.000","0.858","30.100",""
"","","","","107","","13.675","0.000","0.000","0.863","30.000",""
"","","","","108","","13.826","0.000","0.000","0.868","30.000",""
"","","","","109","","13.978","0.000","0.000","0.873","30.000",""
"","","","","110","","14.128","0.000","0.000","0.878","30.000",""
"","","","","111","","14.276","0.000","0.000","0.883","30.000",""
"","","","","112","","14.427","0.000","0.000","0.888","29.900",""
"","","","","113","","14.577","0.000","0.000","0.893","30.000",""
"","","","","114","","14.728","0.000","0.000","0.898","30.000",""
"","","","","115","","14.878","0.000","0.000","0.903","30.100",""
"","","","","116","","15.028","0.000","0.000","0.908","30.000",""
"","","","","117","","15.179","0.000","0.000","0.913","30.000",""
"","","","","118","","15.329","0.000","0.000","0.918","30.000",""
"","","","","119","","15.478","0.000","0.000","0.923","29.900",""
"","","","","120","","15.625","0.000","0.000","0.928","29.800",""
"","","","","121","","15.776","0.000","0.000","0.933","29.900",""
"","","","","122","","15.928","0.000","0.000","0.938","29.900",""
"","","","","123","","16.076","0.000","0.000","0.943","29.900",""
"","","","","124","","16.226","0.000","0.000","0.948","29.800",""
"","","","","125","","16.374","0.000","0.000","0.953","29.800",""
"","","","","126","","16.526","0.000","0.000","0.958","29.800",""
"","","","","127","","16.676","0.000","0.000","0.963","29.800",""
"","","","","128","","16.828","0.000","0.000","0.968","29.900",""
"","","","","129","","16.979","0.000","0.000","0.973","29.900",""
"","","","","130","","17.128","0.000","0.000","0.978","29.900",""
"","","","","131","","17.279","0.000","0.000","0.983","29.900",""
"","","","","132","","17.429","0.000","0.000","0.988","29.900",""
"","","","","133","","17.580","0.000","0.000","0.993","30.000",""
"","","","","134","","17.729","0.000","0.000","0.998","30.000",""
"","","","","135","","17.879","0.000","0.000","1.003","30.000",""
"","","","","136","","18.029","0.000","0.000","1.008","30.000",""
"","","","","137","","18.180","0.000","0.000","1.013","30.000",""
"","","","","138","","18.329","0.000","0.000","1.018","29.900",""
"","","","","139","","18.480","0.000","0.000","1.023","29.900",""
"","","","","140","","18.631","0.000","0.000","1.028","30.000",""
"","","","","141","","18.781","0.000","0.000","1.033","30.000",""
"","","","","142","","18.929","0.000","0.000","1.038","29.900",""
"","","","","143","","19.078","0.000","0.000","1.043","29.900",""
"","","","","144","","19.230","0.000","0.000","1.048","29.900",""
"","","","","145","","19.381","0.000","0.000","1.053","30.000",""
"","","","","146","","19.530","0.000","0.000","1.058","29.900",""
"","","","","147","","19.680","0.000","0.000","1.063","29.900",""
"","","","","148","","19.832","0.000","0.000","1.068","29.900",""
"","","","","149","","19.979","0.000","0.000","1.073","29.900",""
"","","","","150","","20.129","0.000","0.000","1.078","29.900",""
"","","","","151","","20.280","0.000","0.000","1.083","29.900",""
"","","","","152","","20.432","0.000","0.000","1.088","30.000",""
"","","","","153","","20.584","0.000","0.000","1.093","30.000",""
"","","","","154","","20.732","0.000","0.000","1.098","30.000",""
"","","","","155","","20.882","0.000","0.000","1.103","29.900",""
"","","","","156","","21.032","0.000","0.000","1.108","30.000",""
"","","","","157","","21.184","0.000","0.000","1.113","30.000",""
"","","","","158","","21.331","0.000","0.000","1.118","29.900",""
"","","","","159","","21.480","0.000","0.000","1.123","30.000",""
"","","","","160","","21.632","0.000","0.000","1.128","30.000",""
"","","","","161","","21.784","0.000","0.000","1.133","30.000",""
"","","","","162","","21.932","0.000","0.000","1.138","29.900",""
"","","","","163","","22.084","0.000","0.000","1.143","29.900",""
"","","","","164","","22.234","0.000","0.000","1.148","30.000",""
"","","","","165","","22.384","0.000","0.000","1.153","30.000",""
"","","","","166","","22.533","0.000","0.000","1.158","29.900",""
"","","","","167","","22.684","0.000","0.000","1.163","29.900",""
"","","","","168","","22.834","0.000","0.000","1.168","30.000",""
"","","","","169","","22.985","0.000","0.000","1.173","30.000",""
"","","","","170","","23.134","0.000","0.000","1.178","29.900",""
"","","","","171","","23.284","0.000","0.000","1.183","29.900",""
"","","","","172","","23.434","0.000","0.000","1.188","29.900",""
"","","","","173","","23.584","0.000","0.000","1.193","29.900",""
"","","","","174","","23.734","0.000","0.000","1.198","29.900",""
"","","","","175","","23.885","0.000","0.000","1.203","29.900",""
"","","","","176","","24.036","0.000","0.000","1.208","30.000",""
"","","","","177","","24.187","0.000","0.000","1.213","30.000",""
"","","","","178","","24.335","0.000","0.000","1.218","29.900",""
"","","","","179","","24.486","0.000","0.000","1.223","29.900",""
"","","","","180","","24.636","0.000","0.000","1.228","30.000",""
"","","","","181","","24.787","0.000","0.000","1.233","30.000",""
"","","","","182","","24.932","0.000","0.000","1.238","29.900",""
"","","","","183","","25.083","0.000","0.000","1.243","29.900",""
"","","","","184","","25.235","0.000","0.000","1.248","29.900",""
"","","","","185","","25.387","0.000","0.000","1.253","29.900",""
"","","","","186","","25.536","0.000","0.000","1.258","29.900",""
"","","","","187","","25.687","0.000","0.000","1.263","29.900",""
"","","","","188","","25.828","0.000","0.000","1.268","29.800",""
"","","","","189","","25.987","0.000","0.000","1.273","29.900",""
"","","","","190","","26.137","0.000","0.000","1.278","29.900",""
"","","","","191","","26.288","0.000","0.000","1.283","29.900",""
"","","","","192","","26.435","0.000","0.000","1.287","30.000",""
"","","","","193","","26.587","0.000","0.000","1.292","30.000",""
"","","","","194","","26.736","0.000","0.000","1.297","29.900",""
"","","","","195","","26.887","0.000","0.000","1.302","29.900",""
"","","","","196","","27.038","0.000","0.000","1.307","30.000",""
"","","","","197","","27.185","0.000","0.000","1.312","29.900",""
"","","","","198","","27.336","0.000","0.000","1.317","30.100",""
"","","","","199","","27.487","0.000","0.000","1.322","29.900",""
"","","","","200","","27.638","0.000","0.000","1.327","29.900",""
"","","","","201","","27.788","0.000","0.000","1.332","29.900",""
"","","","","202","","27.937","0.000","0.000","1.337","30.000",""
"","","","","203","","28.089","0.000","0.000","1.342","30.000",""
"","","","","204","","28.240","0.000","0.000","1.347","30.000",""
"","","","","205","","28.391","0.000","0.000","1.352","30.000",""
"","","","","206","","28.540","0.000","0.000","1.357","29.900",""
"","","","","207","","28.688","0.000","0.000","1.362","30.000",""
"","","","","208","","28.840","0.000","0.000","1.367","30.000",""
"","","","","209","","28.991","0.000","0.000","1.372","30.000",""
"","","","","210","","29.137","0.000","0.000","1.377","29.900",""
"","","","","211","","29.285","0.000","0.000","1.382","29.800",""
"","","","","212","","29.437","0.000","0.000","1.387","29.900",""
"","","","","213","","29.589","0.000","0.000","1.392","29.900",""
"","","","","214","","29.739","0.000","0.000","1.397","29.900",""
"","","","","215","","29.890","0.000","0.000","1.402","29.900",""
"","","","","216","","30.038","0.000","0.000","1.407","29.900",""
"","","","","217","","30.190","0.000","0.000","1.412","29.900",""
"","","","","218","","30.340","0.000","0.000","1.417","29.900",""
"","","","","219","","30.490","0.000","0.000","1.422","29.900",""
"","","","","220","","30.641","0.000","0.000","1.427","30.000",""
"","","","","221","","30.792","0.000","0.000","1.432","30.100",""
"","","","","222","","30.941","0.000","0.000","1.437","30.000",""
"","","","","223","","31.092","0.000","0.000","1.442","30.000",""
"","","","","224","","31.243","0.000","0.000","1.447","30.000",""
"","","","","225","","31.393","0.000","0.000","1.452","30.000",""
"","","","","226","","31.541","0.000","0.000","1.457","30.000",""
"","","","","227","","31.693","0.000","0.000","1.462","30.000",""
"","","","","228","","31.843","0.000","0.000","1.467","30.000",""
"","","","","229","","31.994","0.000","0.000","1.472","30.000",""
"","","","","230","","32.130","0.000","0.000","1.477","29.700",""
"","","","","231","","32.292","0.000","0.000","1.482","29.900",""
"","","","","232","","32.444","0.000","0.000","1.487","30.000",""
"","","","","233","","32.594","0.000","0.000","1.492","30.000",""
"","","","","234","","32.742","0.000","0.000","1.497","29.900",""
"","","","","235","","32.893","0.000","0.000","1.502","29.900",""
"","","","","236","","33.042","0.000","0.000","1.507","29.900",""
"","","","","237","","33.193","0.000","0.000","1.512","29.900",""
