"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/06/08 21:07:03"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","-0.001","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.067","0.000","0.000","0.288","1.300",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.128","0.000","0.000","0.298","2.500",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.195","0.000","0.000","0.308","3.900",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.266","0.000","0.000","0.318","5.200",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.344","0.000","0.000","0.328","6.400",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.432","0.000","0.000","0.338","7.200",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.521","0.000","0.000","0.348","7.700",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.619","0.000","0.000","0.358","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.720","0.000","0.000","0.368","9.000",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.773","0.000","0.000","0.373","9.300",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.828","0.000","0.000","0.378","9.600",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.882","0.000","0.000","0.383","9.800",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.940","0.000","0.000","0.388","10.100",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","1.000","0.000","0.000","0.393","10.400",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.060","0.000","0.000","0.398","10.700",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.122","0.000","0.000","0.403","11.000",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.187","0.000","0.000","0.408","11.300",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.254","0.000","0.000","0.413","11.700",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.324","0.000","0.000","0.418","12.000",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.393","0.000","0.000","0.423","12.300",""
"[XMax]","46.252","","","21","","1.466","0.000","0.000","0.428","12.700",""
"[YMax]","19.901","","","22","","1.542","0.000","0.000","0.433","13.100",""
"RelativeWin0Value","0","0","","23","","1.628","0.000","0.000","0.438","13.600",""
"RelativeWin1Value","0","0","","24","","1.707","0.000","0.000","0.443","14.000",""
"RelativeWin2Value","0","0","","25","","1.792","0.000","0.000","0.448","14.500",""
"RelativeWin3Value","0","0","","26","","1.887","0.000","0.000","0.453","15.200",""
"RelativeWin4Value","0","0","","27","","1.981","0.000","0.000","0.458","15.800",""
"RelativeWin5Value","0","0","","28","","2.076","0.000","0.000","0.463","16.300",""
"[SlopeWin0Value]","0,0","","","29","","2.182","0.000","0.000","0.468","17.100",""
"[SlopeWin1Value]","0,0","","","30","","2.292","0.000","0.000","0.473","17.900",""
"[SlopeWin2Value]","0,0","","","31","","2.408","0.000","0.000","0.478","18.700",""
"[SlopeWin3Value]","0,0","","","32","","2.529","0.000","0.000","0.483","19.600",""
"[MonitorAreaFrom]","0,0","","","33","","2.654","0.000","0.000","0.488","20.400",""
"[MonitorAreaTo]","0,0","","","34","","2.788","0.000","0.000","0.493","21.500",""
"[MeasureValue1]","0,0","","","35","","2.926","0.000","0.000","0.498","22.600",""
"[MeasureValue2]","0,0","","","36","","3.063","0.000","0.000","0.503","23.400",""
"[MeasureValue3]","0,0","","","37","","3.204","0.000","0.000","0.508","24.400",""
"[MeasureValue4]","0,0","","","38","","3.346","0.000","0.000","0.513","25.300",""
"[XMin]","-0.001","","","39","","3.489","0.000","0.000","0.518","26.000",""
"[YMin]","0","","","40","","3.631","0.000","0.000","0.523","26.700",""
"","","","","41","","3.776","0.000","0.000","0.528","27.200",""
"","","","","42","","3.922","0.000","0.000","0.533","27.800",""
"","","","","43","","4.068","0.000","0.000","0.538","28.200",""
"","","","","44","","4.212","0.000","0.000","0.543","28.400",""
"","","","","45","","4.360","0.000","0.000","0.548","28.600",""
"","","","","46","","4.509","0.000","0.000","0.553","28.800",""
"","","","","47","","4.656","0.000","0.000","0.558","28.900",""
"","","","","48","","4.801","0.000","0.000","0.563","29.000",""
"","","","","49","","4.952","0.000","0.000","0.568","29.200",""
"","","","","50","","5.102","0.000","0.000","0.573","29.300",""
"","","","","51","","5.252","0.000","0.000","0.578","29.400",""
"","","","","52","","5.397","0.000","0.000","0.583","29.400",""
"","","","","53","","5.547","0.000","0.000","0.588","29.500",""
"","","","","54","","5.699","0.000","0.000","0.593","29.600",""
"","","","","55","","5.850","0.000","0.000","0.598","29.700",""
"","","","","56","","5.996","0.000","0.000","0.603","29.600",""
"","","","","57","","6.144","0.000","0.000","0.608","29.700",""
"","","","","58","","6.295","0.000","0.000","0.613","29.800",""
"","","","","59","","6.448","0.000","0.000","0.618","29.800",""
"","","","","60","","6.597","0.000","0.000","0.623","29.800",""
"","","","","61","","6.748","0.000","0.000","0.628","29.800",""
"","","","","62","","6.896","0.000","0.000","0.633","29.900",""
"","","","","63","","7.044","0.000","0.000","0.638","29.900",""
"","","","","64","","7.194","0.000","0.000","0.643","29.800",""
"","","","","65","","7.346","0.000","0.000","0.648","29.800",""
"","","","","66","","7.497","0.000","0.000","0.653","29.900",""
"","","","","67","","7.648","0.000","0.000","0.658","30.000",""
"","","","","68","","7.797","0.000","0.000","0.663","29.900",""
"","","","","69","","7.947","0.000","0.000","0.668","29.900",""
"","","","","70","","8.098","0.000","0.000","0.673","29.900",""
"","","","","71","","8.249","0.000","0.000","0.678","29.900",""
"","","","","72","","8.394","0.000","0.000","0.683","29.900",""
"","","","","73","","8.547","0.000","0.000","0.688","30.000",""
"","","","","74","","8.698","0.000","0.000","0.693","30.000",""
"","","","","75","","8.844","0.000","0.000","0.698","29.900",""
"","","","","76","","8.997","0.000","0.000","0.703","29.900",""
"","","","","77","","9.148","0.000","0.000","0.708","29.900",""
"","","","","78","","9.300","0.000","0.000","0.713","30.000",""
"","","","","79","","9.449","0.000","0.000","0.718","29.900",""
"","","","","80","","9.599","0.000","0.000","0.723","29.900",""
"","","","","81","","9.747","0.000","0.000","0.728","29.900",""
"","","","","82","","9.897","0.000","0.000","0.732","30.000",""
"","","","","83","","10.048","0.000","0.000","0.737","29.900",""
"","","","","84","","10.198","0.000","0.000","0.742","29.900",""
"","","","","85","","10.350","0.000","0.000","0.747","30.000",""
"","","","","86","","10.497","0.000","0.000","0.752","29.900",""
"","","","","87","","10.647","0.000","0.000","0.757","29.900",""
"","","","","88","","10.798","0.000","0.000","0.762","29.900",""
"","","","","89","","10.949","0.000","0.000","0.767","29.900",""
"","","","","90","","11.100","0.000","0.000","0.772","29.900",""
"","","","","91","","11.245","0.000","0.000","0.777","29.900",""
"","","","","92","","11.390","0.000","0.000","0.782","29.800",""
"","","","","93","","11.551","0.000","0.000","0.787","30.000",""
"","","","","94","","11.702","0.000","0.000","0.792","30.000",""
"","","","","95","","11.851","0.000","0.000","0.797","29.900",""
"","","","","96","","11.998","0.000","0.000","0.802","29.900",""
"","","","","97","","12.150","0.000","0.000","0.807","30.000",""
"","","","","98","","12.302","0.000","0.000","0.812","30.000",""
"","","","","99","","12.451","0.000","0.000","0.817","29.900",""
"","","","","100","","12.602","0.000","0.000","0.822","29.900",""
"","","","","101","","12.750","0.000","0.000","0.827","30.000",""
"","","","","102","","12.902","0.000","0.000","0.832","30.100",""
"","","","","103","","13.050","0.000","0.000","0.837","29.900",""
"","","","","104","","13.202","0.000","0.000","0.842","29.900",""
"","","","","105","","13.349","0.000","0.000","0.847","29.900",""
"","","","","106","","13.501","0.000","0.000","0.852","30.000",""
"","","","","107","","13.650","0.000","0.000","0.857","29.900",""
"","","","","108","","13.801","0.000","0.000","0.862","29.900",""
"","","","","109","","13.953","0.000","0.000","0.867","30.000",""
"","","","","110","","14.103","0.000","0.000","0.872","29.900",""
"","","","","111","","14.252","0.000","0.000","0.877","30.000",""
"","","","","112","","14.403","0.000","0.000","0.882","29.900",""
"","","","","113","","14.553","0.000","0.000","0.887","30.000",""
"","","","","114","","14.705","0.000","0.000","0.892","30.000",""
"","","","","115","","14.849","0.000","0.000","0.897","29.900",""
"","","","","116","","15.002","0.000","0.000","0.902","29.900",""
"","","","","117","","15.153","0.000","0.000","0.907","30.000",""
"","","","","118","","15.304","0.000","0.000","0.912","30.000",""
"","","","","119","","15.454","0.000","0.000","0.917","29.900",""
"","","","","120","","15.603","0.000","0.000","0.922","29.900",""
"","","","","121","","15.753","0.000","0.000","0.927","29.900",""
"","","","","122","","15.904","0.000","0.000","0.932","29.900",""
"","","","","123","","16.049","0.000","0.000","0.937","29.800",""
"","","","","124","","16.194","0.000","0.000","0.942","29.700",""
"","","","","125","","16.354","0.000","0.000","0.947","30.000",""
"","","","","126","","16.504","0.000","0.000","0.952","30.000",""
"","","","","127","","16.652","0.000","0.000","0.957","29.900",""
"","","","","128","","16.803","0.000","0.000","0.962","29.900",""
"","","","","129","","16.951","0.000","0.000","0.967","29.900",""
"","","","","130","","17.103","0.000","0.000","0.972","29.900",""
"","","","","131","","17.252","0.000","0.000","0.977","29.900",""
"","","","","132","","17.403","0.000","0.000","0.982","29.900",""
