"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/09/25 11:33:46"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.073","0.000","0.000","0.294","1.400",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.132","0.000","0.000","0.304","2.600",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.202","0.000","0.000","0.314","4.000",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.277","0.000","0.000","0.324","5.400",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.356","0.000","0.000","0.334","6.600",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.442","0.000","0.000","0.344","7.300",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.533","0.000","0.000","0.354","7.900",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.630","0.000","0.000","0.364","8.500",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.680","0.000","0.000","0.369","8.700",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.731","0.000","0.000","0.374","9.000",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.784","0.000","0.000","0.379","9.300",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.839","0.000","0.000","0.384","9.600",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.896","0.000","0.000","0.389","9.900",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.953","0.000","0.000","0.394","10.100",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.013","0.000","0.000","0.398","10.400",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.074","0.000","0.000","0.403","10.700",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.137","0.000","0.000","0.408","11.000",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.203","0.000","0.000","0.413","11.400",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.271","0.000","0.000","0.418","11.700",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.340","0.000","0.000","0.423","12.100",""
"[XMax]","40.804","","","21","","1.412","0.000","0.000","0.428","12.500",""
"[YMax]","19.901","","","22","","1.486","0.000","0.000","0.433","12.800",""
"RelativeWin0Value","0","0","","23","","1.564","0.000","0.000","0.438","13.300",""
"RelativeWin1Value","0","0","","24","","1.645","0.000","0.000","0.443","13.700",""
"RelativeWin2Value","0","0","","25","","1.730","0.000","0.000","0.448","14.200",""
"RelativeWin3Value","0","0","","26","","1.816","0.000","0.000","0.453","14.700",""
"RelativeWin4Value","0","0","","27","","1.907","0.000","0.000","0.458","15.300",""
"RelativeWin5Value","0","0","","28","","2.003","0.000","0.000","0.463","15.900",""
"[SlopeWin0Value]","0,0","","","29","","2.103","0.000","0.000","0.468","16.500",""
"[SlopeWin1Value]","0,0","","","30","","2.207","0.000","0.000","0.473","17.200",""
"[SlopeWin2Value]","0,0","","","31","","2.318","0.000","0.000","0.478","18.000",""
"[SlopeWin3Value]","0,0","","","32","","2.435","0.000","0.000","0.483","18.900",""
"[MonitorAreaFrom]","0,0","","","33","","2.557","0.000","0.000","0.488","19.700",""
"[MonitorAreaTo]","0,0","","","34","","2.684","0.000","0.000","0.493","20.700",""
"[MeasureValue1]","0,0","","","35","","2.819","0.000","0.000","0.498","21.700",""
"[MeasureValue2]","0,0","","","36","","2.956","0.000","0.000","0.503","22.700",""
"[MeasureValue3]","0,0","","","37","","3.095","0.000","0.000","0.508","23.700",""
"[MeasureValue4]","0,0","","","38","","3.235","0.000","0.000","0.513","24.500",""
"[XMin]","0","","","39","","3.376","0.000","0.000","0.518","25.400",""
"[YMin]","0","","","40","","3.519","0.000","0.000","0.523","26.200",""
"","","","","41","","3.664","0.000","0.000","0.528","26.800",""
"","","","","42","","3.807","0.000","0.000","0.533","27.300",""
"","","","","43","","3.952","0.000","0.000","0.538","27.800",""
"","","","","44","","4.100","0.000","0.000","0.543","28.200",""
"","","","","45","","4.247","0.000","0.000","0.548","28.500",""
"","","","","46","","4.392","0.000","0.000","0.553","28.600",""
"","","","","47","","4.539","0.000","0.000","0.558","28.800",""
"","","","","48","","4.688","0.000","0.000","0.563","29.000",""
"","","","","49","","4.838","0.000","0.000","0.568","29.100",""
"","","","","50","","4.985","0.000","0.000","0.573","29.200",""
"","","","","51","","5.135","0.000","0.000","0.578","29.300",""
"","","","","52","","5.285","0.000","0.000","0.583","29.500",""
"","","","","53","","5.434","0.000","0.000","0.588","29.500",""
"","","","","54","","5.582","0.000","0.000","0.593","29.500",""
"","","","","55","","5.732","0.000","0.000","0.598","29.600",""
"","","","","56","","5.882","0.000","0.000","0.603","29.700",""
"","","","","57","","6.032","0.000","0.000","0.608","29.800",""
"","","","","58","","6.181","0.000","0.000","0.613","29.800",""
"","","","","59","","6.331","0.000","0.000","0.618","29.800",""
"","","","","60","","6.481","0.000","0.000","0.623","29.800",""
"","","","","61","","6.631","0.000","0.000","0.628","29.800",""
"","","","","62","","6.780","0.000","0.000","0.633","29.800",""
"","","","","63","","6.928","0.000","0.000","0.638","29.800",""
