"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/09/25 15:52:18"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","NOK","205,",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.068","0.000","0.000","0.289","1.300",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.128","0.000","0.000","0.299","2.500",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.196","0.000","0.000","0.309","3.900",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.270","0.000","0.000","0.319","5.300",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.349","0.000","0.000","0.329","6.500",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.435","0.000","0.000","0.339","7.200",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.524","0.000","0.000","0.349","7.800",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.620","0.000","0.000","0.359","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.721","0.000","0.000","0.369","8.900",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.828","0.000","0.000","0.379","9.500",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.882","0.000","0.000","0.384","9.700",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.941","0.000","0.000","0.389","10.000",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","1.001","0.000","0.000","0.394","10.400",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","1.061","0.000","0.000","0.399","10.600",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.124","0.000","0.000","0.404","10.900",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.186","0.000","0.000","0.409","11.200",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.250","0.000","0.000","0.414","11.500",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.325","0.000","0.000","0.419","12.000",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.396","0.000","0.000","0.424","12.400",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.472","0.000","0.000","0.429","12.800",""
"[XMax]","40.782","","","21","","1.548","0.000","0.000","0.434","13.200",""
"[YMax]","19.901","","","22","","1.629","0.000","0.000","0.439","13.700",""
"RelativeWin0Value","0","0","","23","","1.711","0.000","0.000","0.444","14.100",""
"RelativeWin1Value","0","0","","24","","1.798","0.000","0.000","0.449","14.600",""
"RelativeWin2Value","0","0","","25","","1.887","0.000","0.000","0.454","15.200",""
"RelativeWin3Value","0","0","","26","","1.983","0.000","0.000","0.459","15.800",""
"RelativeWin4Value","0","0","","27","","2.081","0.000","0.000","0.464","16.500",""
"RelativeWin5Value","0","0","","28","","2.185","0.000","0.000","0.469","17.100",""
"[SlopeWin0Value]","0,0","","","29","","2.295","0.000","0.000","0.474","17.900",""
"[SlopeWin1Value]","0,0","","","30","","2.410","0.000","0.000","0.479","18.700",""
"[SlopeWin2Value]","0,0","","","31","","2.528","0.000","0.000","0.484","19.500",""
