"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/09/29 14:02:41"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","NOK","205,",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","-0.001","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.067","0.000","0.000","0.289","1.300",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.126","0.000","0.000","0.299","2.500",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.193","0.000","0.000","0.309","3.800",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.268","0.000","0.000","0.319","5.300",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.344","0.000","0.000","0.329","6.500",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.432","0.000","0.000","0.339","7.200",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.522","0.000","0.000","0.349","7.800",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.617","0.000","0.000","0.359","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.714","0.000","0.000","0.369","8.800",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.764","0.000","0.000","0.374","9.000",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.818","0.000","0.000","0.379","9.400",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.876","0.000","0.000","0.384","9.600",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.935","0.000","0.000","0.389","10.000",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.998","0.000","0.000","0.394","10.300",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.058","0.000","0.000","0.399","10.600",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.121","0.000","0.000","0.404","11.000",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.187","0.000","0.000","0.409","11.300",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.249","0.000","0.000","0.414","11.600",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.323","0.000","0.000","0.419","12.100",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.395","0.000","0.000","0.424","12.500",""
"[XMax]","40.813","","","21","","1.469","0.000","0.000","0.429","12.900",""
"[YMax]","19.901","","","22","","1.540","0.000","0.000","0.434","13.200",""
"RelativeWin0Value","0","0","","23","","1.625","0.000","0.000","0.439","13.700",""
"RelativeWin1Value","0","0","","24","","1.705","0.000","0.000","0.444","14.000",""
"RelativeWin2Value","0","0","","25","","1.793","0.000","0.000","0.449","14.600",""
"RelativeWin3Value","0","0","","26","","1.887","0.000","0.000","0.454","15.200",""
"RelativeWin4Value","0","0","","27","","1.980","0.000","0.000","0.459","15.800",""
"RelativeWin5Value","0","0","","28","","2.079","0.000","0.000","0.464","16.500",""
"[SlopeWin0Value]","0,0","","","29","","2.183","0.000","0.000","0.469","17.100",""
"[SlopeWin1Value]","0,0","","","30","","2.292","0.000","0.000","0.474","17.800",""
"[SlopeWin2Value]","0,0","","","31","","2.403","0.000","0.000","0.479","18.600",""
"[SlopeWin3Value]","0,0","","","32","","2.528","0.000","0.000","0.484","19.600",""
"[MonitorAreaFrom]","0,0","","","33","","2.656","0.000","0.000","0.489","20.500",""
"[MonitorAreaTo]","0,0","","","34","","2.789","0.000","0.000","0.494","21.600",""
"[MeasureValue1]","0,0","","","35","","2.913","0.000","0.000","0.499","22.300",""
"[MeasureValue2]","0,0","","","36","","3.062","0.000","0.000","0.504","23.400",""
"[MeasureValue3]","0,0","","","37","","3.203","0.000","0.000","0.509","24.400",""
"[MeasureValue4]","0,0","","","38","","3.345","0.000","0.000","0.514","25.200",""
"[XMin]","-0.001","","","39","","3.486","0.000","0.000","0.519","26.000",""
"[YMin]","0","","","40","","3.631","0.000","0.000","0.524","26.600",""
"","","","","41","","3.775","0.000","0.000","0.529","27.300",""
"","","","","42","","3.920","0.000","0.000","0.534","27.700",""
"","","","","43","","4.065","0.000","0.000","0.539","28.100",""
"","","","","44","","4.210","0.000","0.000","0.544","28.300",""
"","","","","45","","4.359","0.000","0.000","0.549","28.800",""
"","","","","46","","4.508","0.000","0.000","0.554","28.800",""
"","","","","47","","4.643","0.000","0.000","0.559","28.700",""
"","","","","48","","4.804","0.000","0.000","0.564","29.100",""
"","","","","49","","4.953","0.000","0.000","0.569","29.200",""
"","","","","50","","5.102","0.000","0.000","0.574","29.300",""
"","","","","51","","5.238","0.000","0.000","0.579","29.100",""
"","","","","52","","5.397","0.000","0.000","0.584","29.400",""
"","","","","53","","5.545","0.000","0.000","0.589","29.500",""
"","","","","54","","5.696","0.000","0.000","0.594","29.600",""
"","","","","55","","5.845","0.000","0.000","0.599","29.600",""
"","","","","56","","5.996","0.000","0.000","0.604","29.700",""
"","","","","57","","6.147","0.000","0.000","0.609","30.000",""
"","","","","58","","6.298","0.000","0.000","0.614","29.800",""
"","","","","59","","6.447","0.000","0.000","0.619","29.800",""
"","","","","60","","6.596","0.000","0.000","0.623","29.800",""
"","","","","61","","6.747","0.000","0.000","0.628","30.100",""
"","","","","62","","6.896","0.000","0.000","0.633","29.900",""
"","","","","63","","7.040","0.000","0.000","0.638","29.800",""
"","","","","64","","7.187","0.000","0.000","0.643","29.700",""
"","","","","65","","7.346","0.000","0.000","0.648","29.900",""
"","","","","66","","7.485","0.000","0.000","0.653","29.700",""
"","","","","67","","7.640","0.000","0.000","0.658","29.800",""
"","","","","68","","7.786","0.000","0.000","0.663","29.700",""
