"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/09/29 11:31:41"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","NOK","205,",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.001","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.067","0.000","0.000","0.289","1.300",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.127","0.000","0.000","0.299","2.500",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.193","0.000","0.000","0.309","3.800",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.270","0.000","0.000","0.319","5.300",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.349","0.000","0.000","0.329","6.500",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.435","0.000","0.000","0.339","7.300",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.524","0.000","0.000","0.349","7.800",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.617","0.000","0.000","0.359","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.671","0.000","0.000","0.364","8.700",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.721","0.000","0.000","0.369","8.900",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.774","0.000","0.000","0.374","9.200",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.828","0.000","0.000","0.379","9.500",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.884","0.000","0.000","0.384","9.800",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.942","0.000","0.000","0.389","10.000",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.000","0.000","0.000","0.394","10.300",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.062","0.000","0.000","0.399","10.600",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.124","0.000","0.000","0.404","10.900",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.188","0.000","0.000","0.409","11.300",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.256","0.000","0.000","0.414","11.600",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.325","0.000","0.000","0.419","12.000",""
"[XMax]","40.87","","","21","","1.392","0.000","0.000","0.424","12.200",""
"[YMax]","19.901","","","22","","1.471","0.000","0.000","0.429","12.800",""
"RelativeWin0Value","0","0","","23","","1.548","0.000","0.000","0.434","13.200",""
"RelativeWin1Value","0","0","","24","","1.629","0.000","0.000","0.439","13.600",""
"RelativeWin2Value","0","0","","25","","1.712","0.000","0.000","0.444","14.100",""
"RelativeWin3Value","0","0","","26","","1.798","0.000","0.000","0.449","14.600",""
"RelativeWin4Value","0","0","","27","","1.887","0.000","0.000","0.454","15.200",""
"RelativeWin5Value","0","0","","28","","1.982","0.000","0.000","0.459","15.800",""
"[SlopeWin0Value]","0,0","","","29","","2.079","0.000","0.000","0.464","16.400",""
"[SlopeWin1Value]","0,0","","","30","","2.179","0.000","0.000","0.469","17.000",""
"[SlopeWin2Value]","0,0","","","31","","2.280","0.000","0.000","0.474","17.700",""
"[SlopeWin3Value]","0,0","","","32","","2.398","0.000","0.000","0.479","18.400",""
"[MonitorAreaFrom]","0,0","","","33","","2.525","0.000","0.000","0.484","19.400",""
"[MonitorAreaTo]","0,0","","","34","","2.656","0.000","0.000","0.489","20.400",""
"[MeasureValue1]","0,0","","","35","","2.790","0.000","0.000","0.494","21.500",""
"[MeasureValue2]","0,0","","","36","","2.926","0.000","0.000","0.499","22.500",""
"[MeasureValue3]","0,0","","","37","","3.065","0.000","0.000","0.504","23.500",""
"[MeasureValue4]","0,0","","","38","","3.204","0.000","0.000","0.509","24.300",""
"[XMin]","0","","","39","","3.346","0.000","0.000","0.514","25.200",""
"[YMin]","0","","","40","","3.488","0.000","0.000","0.519","26.100",""
"","","","","41","","3.630","0.000","0.000","0.524","26.900",""
"","","","","42","","3.776","0.000","0.000","0.529","27.500",""
"","","","","43","","3.922","0.000","0.000","0.534","27.900",""
"","","","","44","","4.069","0.000","0.000","0.539","28.200",""
"","","","","45","","4.215","0.000","0.000","0.544","28.400",""
"","","","","46","","4.360","0.000","0.000","0.549","28.600",""
"","","","","47","","4.509","0.000","0.000","0.554","28.800",""
"","","","","48","","4.658","0.000","0.000","0.559","29.000",""
"","","","","49","","4.802","0.000","0.000","0.564","29.000",""
"","","","","50","","4.950","0.000","0.000","0.569","29.100",""
"","","","","51","","5.100","0.000","0.000","0.574","29.300",""
"","","","","52","","5.252","0.000","0.000","0.579","29.400",""
"","","","","53","","5.399","0.000","0.000","0.584","29.400",""
"","","","","54","","5.551","0.000","0.000","0.589","29.500",""
"","","","","55","","5.700","0.000","0.000","0.594","29.600",""
"","","","","56","","5.850","0.000","0.000","0.599","29.700",""
"","","","","57","","5.999","0.000","0.000","0.604","29.700",""
"","","","","58","","6.148","0.000","0.000","0.609","29.700",""
"","","","","59","","6.297","0.000","0.000","0.614","29.800",""
"","","","","60","","6.448","0.000","0.000","0.619","29.900",""
"","","","","61","","6.597","0.000","0.000","0.624","29.800",""
"","","","","62","","6.748","0.000","0.000","0.629","29.800",""
"","","","","63","","6.899","0.000","0.000","0.634","29.900",""
"","","","","64","","7.049","0.000","0.000","0.639","29.900",""
"","","","","65","","7.194","0.000","0.000","0.644","29.800",""
"","","","","66","","7.346","0.000","0.000","0.649","29.800",""
"","","","","67","","7.497","0.000","0.000","0.654","29.900",""
"","","","","68","","7.648","0.000","0.000","0.659","29.900",""
"","","","","69","","7.794","0.000","0.000","0.664","29.800",""
"","","","","70","","7.944","0.000","0.000","0.669","29.800",""
"","","","","71","","8.097","0.000","0.000","0.674","29.900",""
"","","","","72","","8.248","0.000","0.000","0.679","29.900",""
"","","","","73","","8.398","0.000","0.000","0.684","29.900",""
"","","","","74","","8.548","0.000","0.000","0.689","29.900",""
"","","","","75","","8.699","0.000","0.000","0.694","30.000",""
"","","","","76","","8.850","0.000","0.000","0.699","30.000",""
"","","","","77","","8.998","0.000","0.000","0.704","29.900",""
"","","","","78","","9.147","0.000","0.000","0.709","29.900",""
"","","","","79","","9.296","0.000","0.000","0.714","29.900",""
"","","","","80","","9.448","0.000","0.000","0.719","30.000",""
"","","","","81","","9.598","0.000","0.000","0.724","29.900",""
"","","","","82","","9.750","0.000","0.000","0.729","29.900",""
"","","","","83","","9.901","0.000","0.000","0.734","30.000",""
"","","","","84","","10.052","0.000","0.000","0.739","30.000",""
"","","","","85","","10.187","0.000","0.000","0.743","29.700",""
"","","","","86","","10.350","0.000","0.000","0.748","29.900",""
"","","","","87","","10.500","0.000","0.000","0.753","29.900",""
"","","","","88","","10.640","0.000","0.000","0.758","29.800",""
"","","","","89","","10.799","0.000","0.000","0.763","30.000",""
"","","","","90","","10.950","0.000","0.000","0.768","30.000",""
"","","","","91","","11.101","0.000","0.000","0.773","30.000",""
"","","","","92","","11.252","0.000","0.000","0.778","30.000",""
"","","","","93","","11.397","0.000","0.000","0.783","29.800",""
"","","","","94","","11.542","0.000","0.000","0.788","29.700",""
"","","","","95","","11.695","0.000","0.000","0.793","30.100",""
"","","","","96","","11.852","0.000","0.000","0.798","29.900",""
"","","","","97","","12.001","0.000","0.000","0.803","29.900",""
"","","","","98","","12.152","0.000","0.000","0.808","30.100",""
"","","","","99","","12.303","0.000","0.000","0.813","30.000",""
"","","","","100","","12.453","0.000","0.000","0.818","30.000",""
"","","","","101","","12.602","0.000","0.000","0.823","29.900",""
"","","","","102","","12.753","0.000","0.000","0.828","29.900",""
"","","","","103","","12.904","0.000","0.000","0.833","30.000",""
"","","","","104","","13.052","0.000","0.000","0.838","30.100",""
"","","","","105","","13.202","0.000","0.000","0.843","30.000",""
"","","","","106","","13.352","0.000","0.000","0.848","29.900",""
"","","","","107","","13.501","0.000","0.000","0.853","29.900",""
"","","","","108","","13.652","0.000","0.000","0.858","29.900",""
"","","","","109","","13.801","0.000","0.000","0.863","29.900",""
"","","","","110","","13.952","0.000","0.000","0.868","29.900",""
"","","","","111","","14.104","0.000","0.000","0.873","29.900",""
"","","","","112","","14.255","0.000","0.000","0.878","29.900",""
"","","","","113","","14.399","0.000","0.000","0.883","29.800",""
"","","","","114","","14.546","0.000","0.000","0.888","29.800",""
"","","","","115","","14.705","0.000","0.000","0.893","30.000",""
