"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/09/29 13:34:08"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.068","0.000","0.000","0.289","1.300",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.128","0.000","0.000","0.299","2.500",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.198","0.000","0.000","0.309","3.900",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.272","0.000","0.000","0.318","5.300",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.352","0.000","0.000","0.328","6.600",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.436","0.000","0.000","0.338","7.200",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.523","0.000","0.000","0.348","7.800",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.617","0.000","0.000","0.358","8.300",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.669","0.000","0.000","0.363","8.600",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.721","0.000","0.000","0.368","8.900",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.775","0.000","0.000","0.373","9.200",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.829","0.000","0.000","0.378","9.500",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.886","0.000","0.000","0.383","9.800",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.944","0.000","0.000","0.388","10.100",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.001","0.000","0.000","0.393","10.300",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.061","0.000","0.000","0.398","10.700",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.128","0.000","0.000","0.403","11.100",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.192","0.000","0.000","0.408","11.400",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.258","0.000","0.000","0.413","11.700",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.328","0.000","0.000","0.418","12.000",""
"[XMax]","40.806","","","21","","1.400","0.000","0.000","0.423","12.400",""
"[YMax]","19.901","","","22","","1.474","0.000","0.000","0.428","12.800",""
"RelativeWin0Value","0","0","","23","","1.551","0.000","0.000","0.433","13.200",""
"RelativeWin1Value","0","0","","24","","1.631","0.000","0.000","0.438","13.600",""
"RelativeWin2Value","0","0","","25","","1.710","0.000","0.000","0.443","14.100",""
"RelativeWin3Value","0","0","","26","","1.802","0.000","0.000","0.448","14.700",""
"RelativeWin4Value","0","0","","27","","1.892","0.000","0.000","0.453","15.200",""
"RelativeWin5Value","0","0","","28","","1.983","0.000","0.000","0.458","15.700",""
"[SlopeWin0Value]","0,0","","","29","","2.084","0.000","0.000","0.463","16.400",""
"[SlopeWin1Value]","0,0","","","30","","2.191","0.000","0.000","0.468","17.200",""
"[SlopeWin2Value]","0,0","","","31","","2.296","0.000","0.000","0.473","17.800",""
