"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/09/25 10:38:40"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.001","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.052","0.000","0.000","0.285","1.000",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.108","0.000","0.000","0.295","2.100",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.176","0.000","0.000","0.305","3.400",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.248","0.000","0.000","0.315","4.900",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.326","0.000","0.000","0.325","6.200",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.409","0.000","0.000","0.335","7.000",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.496","0.000","0.000","0.345","7.700",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.593","0.000","0.000","0.355","8.200",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.693","0.000","0.000","0.364","8.800",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.744","0.000","0.000","0.369","9.000",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.796","0.000","0.000","0.374","9.300",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.848","0.000","0.000","0.379","9.500",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.904","0.000","0.000","0.384","9.800",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.967","0.000","0.000","0.389","10.200",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.024","0.000","0.000","0.394","10.500",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.086","0.000","0.000","0.399","10.700",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.152","0.000","0.000","0.404","11.100",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.212","0.000","0.000","0.409","11.300",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.286","0.000","0.000","0.414","11.800",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.356","0.000","0.000","0.419","12.100",""
"[XMax]","40.795","","","21","","1.429","0.000","0.000","0.424","12.600",""
"[YMax]","19.901","","","22","","1.497","0.000","0.000","0.429","12.900",""
"RelativeWin0Value","0","0","","23","","1.583","0.000","0.000","0.434","13.500",""
"RelativeWin1Value","0","0","","24","","1.663","0.000","0.000","0.439","13.800",""
