"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/06/08 20:59:05"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","-0.001","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.056","0.000","0.000","0.289","1.100",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.124","0.000","0.000","0.299","2.400",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.191","0.000","0.000","0.309","3.800",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.267","0.000","0.000","0.319","5.300",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.346","0.000","0.000","0.329","6.500",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.431","0.000","0.000","0.339","7.400",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.520","0.000","0.000","0.349","7.800",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.617","0.000","0.000","0.359","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.717","0.000","0.000","0.368","8.900",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.768","0.000","0.000","0.373","9.100",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.824","0.000","0.000","0.378","9.500",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.880","0.000","0.000","0.383","9.700",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.938","0.000","0.000","0.388","10.000",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.996","0.000","0.000","0.393","10.300",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.058","0.000","0.000","0.398","10.600",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.119","0.000","0.000","0.403","10.900",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.181","0.000","0.000","0.408","11.200",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.250","0.000","0.000","0.413","11.600",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.321","0.000","0.000","0.418","12.000",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.392","0.000","0.000","0.423","12.400",""
"[XMax]","46.268","","","21","","1.467","0.000","0.000","0.428","12.800",""
"[YMax]","19.901","","","22","","1.544","0.000","0.000","0.433","13.200",""
"RelativeWin0Value","0","0","","23","","1.624","0.000","0.000","0.438","13.600",""
"RelativeWin1Value","0","0","","24","","1.704","0.000","0.000","0.443","14.000",""
