"ProgramID","1","CurveVersion","K100"
"ProgramName",""
"DateTime","2020/06/08 15:41:29"
"XAxisUnit","mm"
"YAxisUnit","kN"
"Result","OK","",""
"Tolerance Windows","-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,60000,0,50000,1,4,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"ProductSN","580181005"
"ComponentSN",""
"[NormalWindows0MinPositionPoint]","0,0"
"[NormalWindows0MaxPositionPoint]","0,0"
"[NormalWindows0MinForcePoint]","0,0","","","Index","BLANK","Position","Force","Analog","Time","Speed",""
"[NormalWindows0MaxForcePoint]","0,0","","","0","","0.000","0.000","0.000","0.000","0.000",""
"[NormalWindows1MinPositionPoint]","0,0","","","1","","0.063","0.000","0.000","0.289","1.200",""
"[NormalWindows1MaxPositionPoint]","0,0","","","2","","0.127","0.000","0.000","0.299","2.500",""
"[NormalWindows1MinForcePoint]","0,0","","","3","","0.195","0.000","0.000","0.309","3.800",""
"[NormalWindows1MaxForcePoint]","0,0","","","4","","0.269","0.000","0.000","0.319","5.300",""
"[NormalWindows2MinPositionPoint]","0,0","","","5","","0.345","0.000","0.000","0.329","6.400",""
"[NormalWindows2MaxPositionPoint]","0,0","","","6","","0.430","0.000","0.000","0.339","7.200",""
"[NormalWindows2MinForcePoint]","0,0","","","7","","0.523","0.000","0.000","0.349","7.800",""
"[NormalWindows2MaxForcePoint]","0,0","","","8","","0.619","0.000","0.000","0.359","8.400",""
"[NormalWindows3MinPositionPoint]","0,0","","","9","","0.669","0.000","0.000","0.364","8.700",""
"[NormalWindows3MaxPositionPoint]","0,0","","","10","","0.773","0.000","0.000","0.374","9.200",""
"[NormalWindows3MinForcePoint]","0,0","","","11","","0.827","0.000","0.000","0.379","9.500",""
"[NormalWindows3MaxForcePoint]","0,0","","","12","","0.884","0.000","0.000","0.384","9.800",""
"[UpLimitWindowMinPositionPoint]","0,0","","","13","","0.935","0.000","0.000","0.389","10.000",""
"[UpLimitWindowMaxPositionPoint]","0,0","","","14","","0.997","0.000","0.000","0.394","10.300",""
"[UpLimitWindowMinForcePoint]","0,0","","","15","","1.060","0.000","0.000","0.399","10.700",""
"[UpLimitWindowMaxForcePoint]","0,0","","","16","","1.123","0.000","0.000","0.404","11.000",""
"[LowLimitWindowMinPositionPoint]","0,0","","","17","","1.187","0.000","0.000","0.409","11.300",""
"[LowLimitWindowMaxPositionPoint]","0,0","","","18","","1.254","0.000","0.000","0.414","11.600",""
"[LowLimitWindowMinForcePoint]","0,0","","","19","","1.324","0.000","0.000","0.419","12.100",""
"[LowLimitWindowMaxForcePoint]","0,0","","","20","","1.390","0.000","0.000","0.424","12.200",""
"[XMax]","46.284","","","21","","1.462","0.000","0.000","0.429","12.600",""
"[YMax]","19.901","","","22","","1.541","0.000","0.000","0.434","13.100",""
"RelativeWin0Value","0","0","","23","","1.624","0.000","0.000","0.439","13.700",""
"RelativeWin1Value","0","0","","24","","1.708","0.000","0.000","0.444","14.100",""
"RelativeWin2Value","0","0","","25","","1.794","0.000","0.000","0.449","14.600",""
"RelativeWin3Value","0","0","","26","","1.885","0.000","0.000","0.454","15.100",""
"RelativeWin4Value","0","0","","27","","1.980","0.000","0.000","0.459","15.800",""
"RelativeWin5Value","0","0","","28","","2.079","0.000","0.000","0.464","16.400",""
"[SlopeWin0Value]","0,0","","","29","","2.181","0.000","0.000","0.469","17.100",""
"[SlopeWin1Value]","0,0","","","30","","2.291","0.000","0.000","0.474","17.900",""
"[SlopeWin2Value]","0,0","","","31","","2.407","0.000","0.000","0.479","18.800",""
"[SlopeWin3Value]","0,0","","","32","","2.528","0.000","0.000","0.484","19.600",""
"[MonitorAreaFrom]","0,0","","","33","","2.656","0.000","0.000","0.489","20.500",""
"[MonitorAreaTo]","0,0","","","34","","2.782","0.000","0.000","0.494","21.400",""
"[MeasureValue1]","0,0","","","35","","2.921","0.000","0.000","0.499","22.500",""
"[MeasureValue2]","0,0","","","36","","3.060","0.000","0.000","0.504","23.400",""
"[MeasureValue3]","0,0","","","37","","3.196","0.000","0.000","0.509","24.200",""
"[MeasureValue4]","0,0","","","38","","3.341","0.000","0.000","0.514","25.100",""
"[XMin]","0","","","39","","3.476","0.000","0.000","0.519","25.800",""
"[YMin]","0","","","40","","3.629","0.000","0.000","0.524","26.700",""
"","","","","41","","3.770","0.000","0.000","0.529","27.200",""
"","","","","42","","3.918","0.000","0.000","0.534","27.700",""
"","","","","43","","4.064","0.000","0.000","0.539","28.100",""
"","","","","44","","4.212","0.000","0.000","0.544","28.500",""
"","","","","45","","4.348","0.000","0.000","0.549","28.400",""
"","","","","46","","4.507","0.000","0.000","0.554","28.800",""
"","","","","47","","4.646","0.000","0.000","0.559","28.900",""
"","","","","48","","4.803","0.000","0.000","0.564","29.100",""
"","","","","49","","4.950","0.000","0.000","0.569","29.400",""
"","","","","50","","5.100","0.000","0.000","0.574","29.300",""
"","","","","51","","5.250","0.000","0.000","0.579","29.500",""
"","","","","52","","5.399","0.000","0.000","0.584","29.500",""
"","","","","53","","5.541","0.000","0.000","0.589","29.400",""
"","","","","54","","5.686","0.000","0.000","0.594","29.400",""
"","","","","55","","5.837","0.000","0.000","0.599","29.700",""
"","","","","56","","5.992","0.000","0.000","0.604","29.600",""
"","","","","57","","6.142","0.000","0.000","0.609","29.800",""
"","","","","58","","6.293","0.000","0.000","0.614","29.700",""
"","","","","59","","6.445","0.000","0.000","0.619","29.800",""
"","","","","60","","6.596","0.000","0.000","0.624","29.800",""
"","","","","61","","6.744","0.000","0.000","0.629","29.800",""
"","","","","62","","6.895","0.000","0.000","0.634","29.800",""
"","","","","63","","7.045","0.000","0.000","0.639","30.000",""
"","","","","64","","7.194","0.000","0.000","0.644","30.100",""
"","","","","65","","7.342","0.000","0.000","0.649","30.000",""
"","","","","66","","7.487","0.000","0.000","0.654","29.800",""
"","","","","67","","7.641","0.000","0.000","0.659","29.900",""
"","","","","68","","7.796","0.000","0.000","0.664","30.000",""
"","","","","69","","7.944","0.000","0.000","0.669","29.900",""
"","","","","70","","8.095","0.000","0.000","0.674","29.900",""
"","","","","71","","8.246","0.000","0.000","0.679","29.900",""
"","","","","72","","8.395","0.000","0.000","0.683","29.900",""
"","","","","73","","8.542","0.000","0.000","0.688","29.800",""
"","","","","74","","8.694","0.000","0.000","0.693","29.900",""
"","","","","75","","8.845","0.000","0.000","0.698","30.000",""
"","","","","76","","8.996","0.000","0.000","0.703","30.100",""
"","","","","77","","9.140","0.000","0.000","0.708","29.900",""
"","","","","78","","9.289","0.000","0.000","0.713","29.800",""
"","","","","79","","9.447","0.000","0.000","0.718","30.000",""
"","","","","80","","9.585","0.000","0.000","0.723","29.700",""
"","","","","81","","9.746","0.000","0.000","0.728","29.900",""
"","","","","82","","9.896","0.000","0.000","0.733","29.900",""
"","","","","83","","10.045","0.000","0.000","0.738","30.000",""
"","","","","84","","10.193","0.000","0.000","0.743","29.900",""
"","","","","85","","10.339","0.000","0.000","0.748","29.800",""
"","","","","86","","10.489","0.000","0.000","0.753","29.700",""
"","","","","87","","10.645","0.000","0.000","0.758","30.000",""
"","","","","88","","10.797","0.000","0.000","0.763","30.000",""
"","","","","89","","10.943","0.000","0.000","0.768","29.800",""
"","","","","90","","11.095","0.000","0.000","0.773","30.100",""
"","","","","91","","11.246","0.000","0.000","0.778","29.900",""
"","","","","92","","11.383","0.000","0.000","0.783","29.600",""
"","","","","93","","11.538","0.000","0.000","0.788","29.700",""
"","","","","94","","11.693","0.000","0.000","0.793","29.900",""
"","","","","95","","11.846","0.000","0.000","0.798","30.000",""
"","","","","96","","11.998","0.000","0.000","0.803","30.100",""
"","","","","97","","12.147","0.000","0.000","0.808","29.900",""
"","","","","98","","12.299","0.000","0.000","0.813","29.900",""
"","","","","99","","12.450","0.000","0.000","0.818","30.000",""
"","","","","100","","12.601","0.000","0.000","0.823","30.000",""
"","","","","101","","12.748","0.000","0.000","0.828","30.000",""
"","","","","102","","12.897","0.000","0.000","0.833","30.200",""
"","","","","103","","13.045","0.000","0.000","0.838","30.100",""
"","","","","104","","13.198","0.000","0.000","0.843","30.000",""
"","","","","105","","13.348","0.000","0.000","0.848","29.900",""
"","","","","106","","13.499","0.000","0.000","0.853","29.900",""
"","","","","107","","13.650","0.000","0.000","0.858","30.000",""
"","","","","108","","13.800","0.000","0.000","0.863","29.900",""
"","","","","109","","13.950","0.000","0.000","0.868","29.900",""
"","","","","110","","14.100","0.000","0.000","0.873","29.900",""
"","","","","111","","14.251","0.000","0.000","0.878","29.900",""
"","","","","112","","14.400","0.000","0.000","0.883","30.000",""
"","","","","113","","14.546","0.000","0.000","0.888","29.900",""
"","","","","114","","14.691","0.000","0.000","0.893","29.800",""
"","","","","115","","14.847","0.000","0.000","0.898","29.900",""
"","","","","116","","14.987","0.000","0.000","0.903","29.700",""
"","","","","117","","15.148","0.000","0.000","0.908","29.800",""
"","","","","118","","15.300","0.000","0.000","0.913","29.900",""
"","","","","119","","15.452","0.000","0.000","0.918","29.900",""
"","","","","120","","15.600","0.000","0.000","0.923","29.900",""
"","","","","121","","15.746","0.000","0.000","0.928","29.800",""
"","","","","122","","15.896","0.000","0.000","0.933","29.800",""
"","","","","123","","16.053","0.000","0.000","0.938","30.000",""
"","","","","124","","16.201","0.000","0.000","0.943","30.100",""
"","","","","125","","16.352","0.000","0.000","0.948","30.000",""
"","","","","126","","16.504","0.000","0.000","0.953","30.200",""
"","","","","127","","16.654","0.000","0.000","0.958","30.000",""
"","","","","128","","16.802","0.000","0.000","0.963","29.900",""
"","","","","129","","16.952","0.000","0.000","0.968","29.900",""
"","","","","130","","17.103","0.000","0.000","0.973","30.000",""
"","","","","131","","17.254","0.000","0.000","0.978","30.100",""
"","","","","132","","17.402","0.000","0.000","0.983","30.000",""
"","","","","133","","17.552","0.000","0.000","0.988","29.900",""
"","","","","134","","17.704","0.000","0.000","0.993","30.000",""
"","","","","135","","17.853","0.000","0.000","0.998","29.900",""
"","","","","136","","18.003","0.000","0.000","1.003","29.900",""
"","","","","137","","18.154","0.000","0.000","1.008","29.900",""
"","","","","138","","18.305","0.000","0.000","1.013","30.000",""
"","","","","139","","18.455","0.000","0.000","1.018","30.000",""
"","","","","140","","18.604","0.000","0.000","1.023","29.900",""
"","","","","141","","18.755","0.000","0.000","1.028","29.900",""
"","","","","142","","18.905","0.000","0.000","1.033","30.000",""
"","","","","143","","19.056","0.000","0.000","1.038","30.000",""
"","","","","144","","19.204","0.000","0.000","1.043","29.900",""
"","","","","145","","19.356","0.000","0.000","1.048","30.000",""
"","","","","146","","19.506","0.000","0.000","1.053","30.000",""
"","","","","147","","19.656","0.000","0.000","1.058","30.000",""
"","","","","148","","19.802","0.000","0.000","1.063","29.900",""
"","","","","149","","19.948","0.000","0.000","1.068","29.800",""
"","","","","150","","20.100","0.000","0.000","1.073","29.800",""
"","","","","151","","20.254","0.000","0.000","1.078","29.900",""
"","","","","152","","20.404","0.000","0.000","1.083","29.900",""
"","","","","153","","20.556","0.000","0.000","1.088","29.900",""
"","","","","154","","20.707","0.000","0.000","1.093","29.900",""
"","","","","155","","20.858","0.000","0.000","1.098","29.900",""
"","","","","156","","21.003","0.000","0.000","1.103","29.800",""
"","","","","157","","21.156","0.000","0.000","1.108","29.900",""
"","","","","158","","21.307","0.000","0.000","1.113","30.000",""
"","","","","159","","21.457","0.000","0.000","1.118","30.100",""
"","","","","160","","21.605","0.000","0.000","1.123","30.000",""
"","","","","161","","21.756","0.000","0.000","1.128","30.000",""
"","","","","162","","21.900","0.000","0.000","1.133","29.800",""
"","","","","163","","22.057","0.000","0.000","1.138","29.900",""
"","","","","164","","22.208","0.000","0.000","1.143","29.900",""
"","","","","165","","22.356","0.000","0.000","1.148","29.900",""
"","","","","166","","22.504","0.000","0.000","1.152","29.900",""
"","","","","167","","22.657","0.000","0.000","1.157","29.900",""
"","","","","168","","22.803","0.000","0.000","1.162","29.800",""
"","","","","169","","22.948","0.000","0.000","1.167","29.700",""
"","","","","170","","23.103","0.000","0.000","1.172","29.900",""
"","","","","171","","23.256","0.000","0.000","1.177","29.900",""
"","","","","172","","23.406","0.000","0.000","1.182","30.000",""
"","","","","173","","23.557","0.000","0.000","1.187","29.900",""
"","","","","174","","23.709","0.000","0.000","1.192","29.900",""
"","","","","175","","23.860","0.000","0.000","1.197","30.000",""
"","","","","176","","24.004","0.000","0.000","1.202","29.900",""
"","","","","177","","24.150","0.000","0.000","1.207","29.800",""
"","","","","178","","24.310","0.000","0.000","1.212","30.100",""
"","","","","179","","24.461","0.000","0.000","1.217","30.200",""
"","","","","180","","24.610","0.000","0.000","1.222","30.000",""
"","","","","181","","24.755","0.000","0.000","1.227","29.900",""
"","","","","182","","24.907","0.000","0.000","1.232","29.900",""
"","","","","183","","25.063","0.000","0.000","1.237","30.000",""
"","","","","184","","25.208","0.000","0.000","1.242","29.900",""
"","","","","185","","25.358","0.000","0.000","1.247","29.800",""
"","","","","186","","25.510","0.000","0.000","1.252","30.000",""
"","","","","187","","25.661","0.000","0.000","1.257","30.100",""
"","","","","188","","25.808","0.000","0.000","1.262","29.800",""
"","","","","189","","25.960","0.000","0.000","1.267","29.900",""
"","","","","190","","26.112","0.000","0.000","1.272","29.900",""
"","","","","191","","26.263","0.000","0.000","1.277","30.100",""
"","","","","192","","26.408","0.000","0.000","1.282","29.900",""
"","","","","193","","26.551","0.000","0.000","1.287","29.700",""
"","","","","194","","26.707","0.000","0.000","1.292","29.900",""
"","","","","195","","26.859","0.000","0.000","1.297","29.900",""
"","","","","196","","27.009","0.000","0.000","1.302","29.900",""
"","","","","197","","27.160","0.000","0.000","1.307","29.900",""
"","","","","198","","27.312","0.000","0.000","1.312","30.000",""
"","","","","199","","27.460","0.000","0.000","1.317","29.900",""
"","","","","200","","27.607","0.000","0.000","1.322","29.800",""
"","","","","201","","27.755","0.000","0.000","1.327","29.700",""
"","","","","202","","27.914","0.000","0.000","1.332","30.000",""
"","","","","203","","28.066","0.000","0.000","1.337","30.200",""
"","","","","204","","28.210","0.000","0.000","1.342","30.000",""
"","","","","205","","28.362","0.000","0.000","1.347","30.000",""
"","","","","206","","28.513","0.000","0.000","1.352","30.000",""
"","","","","207","","28.653","0.000","0.000","1.357","29.800",""
"","","","","208","","28.791","0.000","0.000","1.362","29.500",""
"","","","","209","","28.951","0.000","0.000","1.367","29.700",""
"","","","","210","","29.107","0.000","0.000","1.372","29.900",""
"","","","","211","","29.261","0.000","0.000","1.377","30.000",""
"","","","","212","","29.412","0.000","0.000","1.382","29.800",""
"","","","","213","","29.563","0.000","0.000","1.387","29.800",""
"","","","","214","","29.714","0.000","0.000","1.392","30.000",""
"","","","","215","","29.866","0.000","0.000","1.397","30.000",""
"","","","","216","","30.014","0.000","0.000","1.402","29.900",""
"","","","","217","","30.163","0.000","0.000","1.407","30.100",""
"","","","","218","","30.315","0.000","0.000","1.412","30.400",""
"","","","","219","","30.467","0.000","0.000","1.417","30.200",""
"","","","","220","","30.605","0.000","0.000","1.422","29.900",""
"","","","","221","","30.767","0.000","0.000","1.427","30.000",""
"","","","","222","","30.918","0.000","0.000","1.432","30.000",""
"","","","","223","","31.064","0.000","0.000","1.437","29.900",""
"","","","","224","","31.215","0.000","0.000","1.442","29.900",""
"","","","","225","","31.366","0.000","0.000","1.447","29.900",""
"","","","","226","","31.515","0.000","0.000","1.452","29.900",""
"","","","","227","","31.667","0.000","0.000","1.457","30.000",""
"","","","","228","","31.816","0.000","0.000","1.462","29.900",""
"","","","","229","","31.967","0.000","0.000","1.467","29.900",""
"","","","","230","","32.117","0.000","0.000","1.472","30.200",""
"","","","","231","","32.268","0.000","0.000","1.477","29.900",""
